Order ID,Order Value,Delivery Fee,Cuisine,Meal Type,City,Time Taken for Delivery,Age Group,Restaurant Segment,Company Type,Customer Rating,Total Revenue
ORD146792,255.57,30,Fast Food,Dinner,Mumbai,21,18-25,Fast-Food,Individual,4,285.57
ORD146793,855.71,45,Fast Food,Breakfast,Delhi,59,36-50,Casual,Corporate,1,900.71
ORD146794,1084.25,20,Chinese,Lunch,Chennai,44,36-50,Fast-Food,Corporate,2,1104.25
ORD146795,338.19,20,Mexican,Dinner,Bangalore,53,18-25,Fast-Food,Individual,1,358.19
ORD146796,1055.31,30,Continental,Evening Snack,Delhi,15,26-35,Fast-Food,Corporate,5,1085.31
ORD146797,203.93,60,Italian,Lunch,Mumbai,53,26-35,Fast-Food,Individual,1,263.93
ORD146798,850.22,20,Indian,Dinner,Chennai,44,50+,Premium,Corporate,2,870.22
ORD146799,980.59,0,Indian,Evening Snack,Delhi,25,26-35,Casual,Corporate,4,980.59
ORD146800,617.0,30,Indian,Lunch,Mumbai,60,26-35,Fast-Food,Individual,1,647.0
ORD146801,363.92,30,Chinese,Evening Snack,Delhi,37,50+,Premium,Individual,3,393.92
ORD146802,1120.97,45,Continental,Dinner,Mumbai,35,26-35,Fast-Food,Corporate,3,1165.97
ORD146803,170.97,45,Indian,Lunch,Hyderabad,34,18-25,Premium,Individual,3,215.97
ORD146804,732.82,20,Fast Food,Dinner,Chennai,62,26-35,Casual,Corporate,1,752.82
ORD146805,541.49,0,Chinese,Evening Snack,Mumbai,47,18-25,Premium,Individual,2,541.49
ORD146806,634.11,30,Mexican,Dinner,Chennai,18,18-25,Casual,Individual,5,664.11
ORD146807,713.39,30,Italian,Dinner,Bangalore,44,18-25,Premium,Corporate,2,743.39
ORD146808,711.49,0,Continental,Lunch,Hyderabad,54,26-35,Premium,Corporate,1,711.49
ORD146809,363.8,60,Italian,Dinner,Mumbai,43,26-35,Fast-Food,Individual,2,423.8
ORD146810,863.69,60,Continental,Dinner,Bangalore,53,36-50,Fast-Food,Corporate,1,923.69
ORD146811,170.11,30,Fast Food,Breakfast,Mumbai,45,50+,Premium,Individual,2,200.11
ORD146812,172.24,0,Indian,Breakfast,Mumbai,25,50+,Premium,Individual,4,172.24
ORD146813,652.41,20,Mexican,Lunch,Bangalore,44,36-50,Premium,Individual,2,672.41
ORD146814,719.0,20,Italian,Dinner,Hyderabad,45,18-25,Casual,Corporate,2,739.0
ORD146815,438.63,0,Continental,Evening Snack,Delhi,54,50+,Premium,Individual,1,438.63
ORD146816,729.26,45,Mexican,Dinner,Chennai,30,36-50,Casual,Corporate,4,774.26
ORD146817,691.91,0,Fast Food,Breakfast,Bangalore,39,18-25,Casual,Corporate,3,691.91
ORD146818,516.68,20,Chinese,Evening Snack,Mumbai,41,36-50,Casual,Individual,2,536.68
ORD146819,834.36,20,Italian,Evening Snack,Chennai,20,26-35,Casual,Corporate,4,854.36
ORD146820,1155.83,20,Indian,Lunch,Mumbai,63,26-35,Casual,Corporate,1,1175.83
ORD146821,665.34,20,Indian,Lunch,Hyderabad,53,18-25,Casual,Individual,1,685.34
ORD146822,975.35,60,Fast Food,Dinner,Hyderabad,38,18-25,Casual,Corporate,3,1035.35
ORD146823,409.98,60,Chinese,Lunch,Bangalore,36,26-35,Premium,Individual,3,469.98
ORD146824,950.05,30,Chinese,Evening Snack,Bangalore,58,50+,Casual,Corporate,1,980.05
ORD146825,831.35,0,Italian,Breakfast,Bangalore,25,50+,Premium,Corporate,4,831.35
ORD146826,821.68,30,Chinese,Evening Snack,Delhi,21,26-35,Premium,Corporate,4,851.68
ORD146827,1087.69,60,Italian,Lunch,Chennai,52,50+,Casual,Corporate,1,1147.69
ORD146828,395.02,60,Fast Food,Dinner,Mumbai,24,26-35,Premium,Individual,4,455.02
ORD146829,536.87,30,Mexican,Lunch,Bangalore,32,36-50,Premium,Individual,3,566.87
ORD146830,237.22,0,Continental,Dinner,Chennai,38,36-50,Casual,Individual,3,237.22
ORD146831,912.43,45,Chinese,Evening Snack,Mumbai,52,36-50,Premium,Corporate,1,957.43
ORD146832,1036.06,30,Fast Food,Lunch,Hyderabad,34,50+,Premium,Corporate,3,1066.06
ORD146833,576.13,20,Mexican,Dinner,Hyderabad,62,36-50,Fast-Food,Individual,1,596.13
ORD146834,524.67,0,Chinese,Breakfast,Chennai,55,18-25,Fast-Food,Individual,1,524.67
ORD146835,841.58,20,Mexican,Dinner,Chennai,40,18-25,Casual,Corporate,3,861.58
ORD146836,229.37,30,Mexican,Dinner,Hyderabad,43,36-50,Casual,Individual,2,259.37
ORD146837,458.53,20,Italian,Lunch,Mumbai,29,18-25,Casual,Individual,4,478.53
ORD146838,534.52,20,Indian,Breakfast,Delhi,31,36-50,Casual,Individual,3,554.52
ORD146839,694.52,30,Mexican,Dinner,Hyderabad,42,36-50,Casual,Corporate,2,724.52
ORD146840,650.4,60,Italian,Lunch,Delhi,52,26-35,Fast-Food,Individual,1,710.4
ORD146841,369.11,0,Chinese,Lunch,Chennai,44,36-50,Fast-Food,Individual,2,369.11
ORD146842,717.83,30,Chinese,Evening Snack,Bangalore,54,18-25,Premium,Corporate,1,747.83
ORD146843,1122.16,0,Chinese,Dinner,Delhi,17,50+,Fast-Food,Corporate,5,1122.16
ORD146844,178.44,60,Continental,Lunch,Hyderabad,37,36-50,Casual,Individual,3,238.44
ORD146845,864.32,30,Continental,Lunch,Delhi,29,26-35,Fast-Food,Corporate,4,894.32
ORD146846,805.94,20,Continental,Breakfast,Hyderabad,58,18-25,Premium,Corporate,1,825.94
ORD146847,1120.65,30,Chinese,Evening Snack,Delhi,17,26-35,Casual,Corporate,5,1150.65
ORD146848,827.61,30,Chinese,Dinner,Bangalore,24,36-50,Casual,Corporate,4,857.61
ORD146849,806.08,30,Continental,Evening Snack,Bangalore,62,36-50,Premium,Corporate,1,836.08
ORD146850,958.3,60,Italian,Lunch,Delhi,60,36-50,Fast-Food,Corporate,1,1018.3
ORD146851,431.2,60,Chinese,Evening Snack,Chennai,25,36-50,Premium,Individual,4,491.2
ORD146852,775.52,0,Chinese,Breakfast,Chennai,34,18-25,Casual,Corporate,3,775.52
ORD146853,695.39,30,Italian,Breakfast,Delhi,45,50+,Casual,Corporate,2,725.39
ORD146854,610.4,30,Indian,Lunch,Bangalore,32,36-50,Fast-Food,Individual,3,640.4
ORD146855,233.46,30,Indian,Dinner,Delhi,43,26-35,Premium,Individual,2,263.46000000000004
ORD146856,457.26,60,Fast Food,Dinner,Hyderabad,33,18-25,Fast-Food,Individual,3,517.26
ORD146857,443.98,30,Continental,Lunch,Chennai,37,18-25,Casual,Individual,3,473.98
ORD146858,910.46,20,Italian,Dinner,Chennai,57,18-25,Premium,Corporate,1,930.46
ORD146859,1116.69,30,Italian,Dinner,Hyderabad,29,26-35,Premium,Corporate,4,1146.69
ORD146860,392.33,20,Continental,Dinner,Delhi,41,50+,Fast-Food,Individual,2,412.33
ORD146861,228.36,20,Continental,Evening Snack,Delhi,54,26-35,Casual,Individual,1,248.36
ORD146862,1199.95,30,Chinese,Dinner,Chennai,45,26-35,Premium,Corporate,2,1229.95
ORD146863,875.77,20,Indian,Dinner,Delhi,16,26-35,Fast-Food,Corporate,5,895.77
ORD146864,1080.79,30,Italian,Evening Snack,Delhi,49,36-50,Casual,Corporate,2,1110.79
ORD146865,301.07,45,Italian,Lunch,Delhi,18,36-50,Casual,Individual,5,346.07
ORD146866,990.81,60,Mexican,Breakfast,Chennai,61,26-35,Casual,Corporate,1,1050.81
ORD146867,1003.99,0,Chinese,Evening Snack,Chennai,32,26-35,Fast-Food,Corporate,3,1003.99
ORD146868,309.06,20,Indian,Evening Snack,Delhi,38,36-50,Casual,Individual,3,329.06
ORD146869,319.47,30,Indian,Lunch,Mumbai,40,36-50,Fast-Food,Individual,3,349.47
ORD146870,460.22,30,Mexican,Dinner,Mumbai,55,50+,Casual,Individual,1,490.22
ORD146871,377.63,0,Chinese,Dinner,Hyderabad,63,26-35,Fast-Food,Individual,1,377.63
ORD146872,1174.18,20,Indian,Lunch,Chennai,30,18-25,Fast-Food,Corporate,4,1194.18
ORD146873,531.09,30,Continental,Dinner,Delhi,44,50+,Premium,Individual,2,561.09
ORD146874,949.37,20,Chinese,Dinner,Chennai,39,18-25,Fast-Food,Corporate,3,969.37
ORD146875,995.3,30,Fast Food,Lunch,Mumbai,63,50+,Premium,Corporate,1,1025.3
ORD146876,555.24,30,Indian,Dinner,Chennai,35,26-35,Casual,Individual,3,585.24
ORD146877,866.71,60,Continental,Breakfast,Mumbai,53,18-25,Casual,Corporate,1,926.71
ORD146878,263.19,45,Fast Food,Evening Snack,Hyderabad,35,36-50,Fast-Food,Individual,3,308.19
ORD146879,566.81,20,Mexican,Lunch,Mumbai,16,50+,Casual,Individual,5,586.81
ORD146880,1165.68,20,Indian,Breakfast,Bangalore,15,18-25,Casual,Corporate,5,1185.68
ORD146881,326.96,20,Chinese,Lunch,Mumbai,62,50+,Fast-Food,Individual,1,346.96
ORD146882,555.0,20,Italian,Dinner,Chennai,56,26-35,Casual,Individual,1,575.0
ORD146883,980.05,30,Fast Food,Dinner,Bangalore,29,18-25,Casual,Corporate,4,1010.05
ORD146884,848.69,20,Mexican,Breakfast,Bangalore,60,18-25,Casual,Corporate,1,868.69
ORD146885,813.09,0,Italian,Dinner,Mumbai,20,18-25,Premium,Corporate,4,813.09
ORD146886,1045.92,0,Chinese,Lunch,Bangalore,55,50+,Casual,Corporate,1,1045.92
ORD146887,180.55,20,Fast Food,Evening Snack,Hyderabad,35,36-50,Fast-Food,Individual,3,200.55
ORD146888,959.72,20,Indian,Lunch,Bangalore,18,36-50,Fast-Food,Corporate,5,979.72
ORD146889,1076.68,0,Fast Food,Breakfast,Mumbai,63,36-50,Casual,Corporate,1,1076.68
ORD146890,166.98,30,Indian,Dinner,Delhi,22,26-35,Fast-Food,Individual,4,196.98
ORD146891,736.91,45,Chinese,Dinner,Chennai,56,18-25,Fast-Food,Corporate,1,781.91
ORD146892,516.02,20,Chinese,Evening Snack,Mumbai,26,36-50,Fast-Food,Individual,4,536.02
ORD146893,203.3,45,Mexican,Lunch,Chennai,39,36-50,Fast-Food,Individual,3,248.3
ORD146894,588.64,0,Chinese,Lunch,Delhi,31,18-25,Casual,Individual,3,588.64
ORD146895,826.23,0,Chinese,Lunch,Hyderabad,53,26-35,Fast-Food,Corporate,1,826.23
ORD146896,1114.96,45,Indian,Dinner,Delhi,17,50+,Premium,Corporate,5,1159.96
ORD146897,801.56,60,Mexican,Dinner,Hyderabad,21,50+,Premium,Corporate,4,861.56
ORD146898,1049.58,20,Fast Food,Lunch,Bangalore,62,50+,Premium,Corporate,1,1069.58
ORD146899,277.65,30,Indian,Breakfast,Delhi,54,18-25,Casual,Individual,1,307.65
ORD146900,371.05,30,Mexican,Evening Snack,Delhi,37,26-35,Fast-Food,Individual,3,401.05
ORD146901,1168.81,30,Italian,Dinner,Chennai,17,18-25,Casual,Corporate,5,1198.81
ORD146902,1081.77,30,Italian,Evening Snack,Hyderabad,48,50+,Fast-Food,Corporate,2,1111.77
ORD146903,396.99,20,Continental,Dinner,Chennai,17,36-50,Fast-Food,Individual,5,416.99
ORD146904,802.02,0,Chinese,Evening Snack,Bangalore,22,36-50,Fast-Food,Corporate,4,802.02
ORD146905,530.76,0,Fast Food,Dinner,Delhi,58,36-50,Fast-Food,Individual,1,530.76
ORD146906,642.03,0,Indian,Dinner,Hyderabad,50,50+,Fast-Food,Individual,2,642.03
ORD146907,1053.92,0,Mexican,Dinner,Bangalore,20,26-35,Casual,Corporate,4,1053.92
ORD146908,922.5,0,Continental,Breakfast,Chennai,56,50+,Casual,Corporate,1,922.5
ORD146909,400.36,0,Italian,Lunch,Mumbai,61,18-25,Premium,Individual,1,400.36
ORD146910,481.79,0,Continental,Breakfast,Chennai,29,26-35,Casual,Individual,4,481.79
ORD146911,454.2,30,Indian,Dinner,Hyderabad,38,36-50,Premium,Individual,3,484.2
ORD146912,969.7,0,Continental,Breakfast,Hyderabad,28,26-35,Premium,Corporate,4,969.7
ORD146913,664.59,60,Continental,Lunch,Chennai,36,26-35,Fast-Food,Individual,3,724.59
ORD146914,1148.26,30,Italian,Dinner,Delhi,28,50+,Casual,Corporate,4,1178.26
ORD146915,1007.52,60,Fast Food,Lunch,Chennai,34,26-35,Casual,Corporate,3,1067.52
ORD146916,371.75,20,Continental,Breakfast,Delhi,35,50+,Fast-Food,Individual,3,391.75
ORD146917,975.24,0,Continental,Lunch,Delhi,36,18-25,Fast-Food,Corporate,3,975.24
ORD146918,681.38,45,Mexican,Dinner,Chennai,58,26-35,Premium,Corporate,1,726.38
ORD146919,416.4,20,Italian,Dinner,Mumbai,46,26-35,Casual,Individual,2,436.4
ORD146920,531.5,0,Indian,Dinner,Chennai,40,26-35,Casual,Individual,3,531.5
ORD146921,1170.73,0,Chinese,Evening Snack,Delhi,27,36-50,Premium,Corporate,4,1170.73
ORD146922,658.16,30,Indian,Dinner,Delhi,57,50+,Premium,Individual,1,688.16
ORD146923,905.59,20,Italian,Evening Snack,Mumbai,50,50+,Premium,Corporate,2,925.59
ORD146924,650.94,0,Continental,Evening Snack,Chennai,18,36-50,Fast-Food,Individual,5,650.94
ORD146925,540.14,30,Italian,Dinner,Delhi,17,50+,Premium,Individual,5,570.14
ORD146926,986.24,60,Chinese,Breakfast,Bangalore,63,18-25,Premium,Corporate,1,1046.24
ORD146927,1040.74,30,Fast Food,Lunch,Chennai,31,36-50,Fast-Food,Corporate,3,1070.74
ORD146928,225.48,0,Chinese,Breakfast,Bangalore,27,50+,Premium,Individual,4,225.48
ORD146929,442.93,20,Italian,Evening Snack,Bangalore,47,18-25,Premium,Individual,2,462.93
ORD146930,683.26,30,Continental,Dinner,Chennai,24,50+,Casual,Corporate,4,713.26
ORD146931,482.32,0,Chinese,Dinner,Hyderabad,20,36-50,Premium,Individual,4,482.32
ORD146932,972.76,30,Indian,Lunch,Chennai,41,50+,Premium,Corporate,2,1002.76
ORD146933,270.47,30,Italian,Evening Snack,Delhi,27,18-25,Fast-Food,Individual,4,300.47
ORD146934,987.69,0,Italian,Dinner,Mumbai,35,18-25,Premium,Corporate,3,987.69
ORD146935,798.78,30,Indian,Lunch,Chennai,31,18-25,Casual,Corporate,3,828.78
ORD146936,453.84,60,Fast Food,Dinner,Bangalore,53,50+,Casual,Individual,1,513.8399999999999
ORD146937,511.68,30,Chinese,Evening Snack,Chennai,26,36-50,Fast-Food,Individual,4,541.6800000000001
ORD146938,342.04,60,Chinese,Lunch,Bangalore,29,50+,Casual,Individual,4,402.04
ORD146939,415.2,30,Fast Food,Dinner,Mumbai,20,26-35,Fast-Food,Individual,4,445.2
ORD146940,903.13,30,Indian,Breakfast,Chennai,62,36-50,Casual,Corporate,1,933.13
ORD146941,544.68,45,Mexican,Breakfast,Hyderabad,57,26-35,Casual,Individual,1,589.68
ORD146942,871.86,20,Chinese,Evening Snack,Chennai,44,50+,Premium,Corporate,2,891.86
ORD146943,689.81,0,Fast Food,Breakfast,Delhi,22,36-50,Fast-Food,Corporate,4,689.81
ORD146944,302.56,0,Indian,Dinner,Bangalore,47,26-35,Premium,Individual,2,302.56
ORD146945,674.02,60,Italian,Evening Snack,Bangalore,41,50+,Fast-Food,Corporate,2,734.02
ORD146946,944.29,30,Fast Food,Evening Snack,Delhi,59,36-50,Premium,Corporate,1,974.29
ORD146947,462.56,30,Continental,Lunch,Chennai,28,18-25,Casual,Individual,4,492.56
ORD146948,830.49,30,Mexican,Lunch,Mumbai,63,18-25,Premium,Corporate,1,860.49
ORD146949,358.98,30,Continental,Evening Snack,Chennai,44,18-25,Casual,Individual,2,388.98
ORD146950,292.48,30,Mexican,Breakfast,Delhi,20,26-35,Fast-Food,Individual,4,322.48
ORD146951,528.24,20,Continental,Lunch,Chennai,43,26-35,Fast-Food,Individual,2,548.24
ORD146952,558.66,45,Mexican,Evening Snack,Hyderabad,16,50+,Casual,Individual,5,603.66
ORD146953,949.06,0,Mexican,Lunch,Delhi,38,18-25,Premium,Corporate,3,949.06
ORD146954,633.08,30,Mexican,Dinner,Hyderabad,26,26-35,Casual,Individual,4,663.08
ORD146955,235.3,30,Indian,Dinner,Hyderabad,43,18-25,Premium,Individual,2,265.3
ORD146956,815.7,0,Fast Food,Dinner,Mumbai,16,50+,Casual,Corporate,5,815.7
ORD146957,642.72,20,Indian,Evening Snack,Delhi,29,36-50,Casual,Individual,4,662.72
ORD146958,498.23,30,Italian,Lunch,Mumbai,32,26-35,Fast-Food,Individual,3,528.23
ORD146959,992.33,20,Italian,Dinner,Delhi,35,26-35,Premium,Corporate,3,1012.33
ORD146960,312.1,30,Continental,Dinner,Hyderabad,22,36-50,Premium,Individual,4,342.1
ORD146961,1108.87,0,Indian,Evening Snack,Bangalore,45,26-35,Casual,Corporate,2,1108.87
ORD146962,500.76,20,Indian,Evening Snack,Chennai,19,50+,Premium,Individual,5,520.76
ORD146963,633.99,45,Indian,Lunch,Bangalore,25,26-35,Casual,Individual,4,678.99
ORD146964,1125.69,20,Italian,Dinner,Delhi,29,26-35,Casual,Corporate,4,1145.69
ORD146965,949.3,45,Chinese,Evening Snack,Bangalore,17,36-50,Premium,Corporate,5,994.3
ORD146966,228.02,20,Fast Food,Evening Snack,Mumbai,26,50+,Premium,Individual,4,248.02
ORD146967,757.21,20,Continental,Lunch,Delhi,51,18-25,Casual,Corporate,1,777.21
ORD146968,475.88,30,Mexican,Breakfast,Mumbai,33,18-25,Premium,Individual,3,505.88
ORD146969,683.91,30,Fast Food,Dinner,Delhi,32,36-50,Premium,Corporate,3,713.91
ORD146970,930.12,60,Italian,Dinner,Delhi,48,50+,Premium,Corporate,2,990.12
ORD146971,670.98,20,Mexican,Lunch,Delhi,32,36-50,Premium,Individual,3,690.98
ORD146972,224.57,30,Continental,Breakfast,Delhi,58,36-50,Fast-Food,Individual,1,254.57
ORD146973,706.48,30,Indian,Lunch,Mumbai,36,18-25,Fast-Food,Corporate,3,736.48
ORD146974,175.34,30,Continental,Breakfast,Bangalore,16,50+,Casual,Individual,5,205.34
ORD146975,515.83,20,Indian,Lunch,Delhi,61,50+,Casual,Individual,1,535.83
ORD146976,651.93,30,Mexican,Lunch,Delhi,64,36-50,Fast-Food,Individual,1,681.93
ORD146977,826.91,30,Fast Food,Dinner,Delhi,18,18-25,Casual,Corporate,5,856.91
ORD146978,681.52,60,Italian,Dinner,Bangalore,62,50+,Fast-Food,Corporate,1,741.52
ORD146979,309.54,60,Continental,Breakfast,Mumbai,35,36-50,Casual,Individual,3,369.54
ORD146980,1128.83,20,Fast Food,Evening Snack,Bangalore,46,26-35,Premium,Corporate,2,1148.83
ORD146981,832.81,30,Fast Food,Breakfast,Hyderabad,20,18-25,Premium,Corporate,4,862.81
ORD146982,482.82,45,Fast Food,Dinner,Mumbai,38,50+,Fast-Food,Individual,3,527.8199999999999
ORD146983,1164.24,60,Chinese,Lunch,Mumbai,64,50+,Fast-Food,Corporate,1,1224.24
ORD146984,1076.71,0,Continental,Evening Snack,Chennai,15,50+,Fast-Food,Corporate,5,1076.71
ORD146985,300.66,60,Continental,Lunch,Bangalore,47,18-25,Fast-Food,Individual,2,360.66
ORD146986,838.2,20,Fast Food,Evening Snack,Mumbai,30,36-50,Premium,Corporate,4,858.2
ORD146987,738.07,30,Fast Food,Lunch,Delhi,24,26-35,Premium,Corporate,4,768.07
ORD146988,352.45,30,Chinese,Lunch,Mumbai,22,50+,Fast-Food,Individual,4,382.45
ORD146989,395.15,45,Continental,Lunch,Hyderabad,32,18-25,Fast-Food,Individual,3,440.15
ORD146990,741.96,45,Mexican,Dinner,Bangalore,43,50+,Casual,Corporate,2,786.96
ORD146991,487.35,60,Mexican,Dinner,Chennai,15,36-50,Premium,Individual,5,547.35
ORD146992,1026.57,30,Continental,Dinner,Bangalore,27,26-35,Premium,Corporate,4,1056.57
ORD146993,252.63,20,Indian,Breakfast,Chennai,53,50+,Fast-Food,Individual,1,272.63
ORD146994,1109.73,0,Italian,Breakfast,Bangalore,51,18-25,Casual,Corporate,1,1109.73
ORD146995,1032.58,0,Italian,Evening Snack,Bangalore,57,36-50,Premium,Corporate,1,1032.58
ORD146996,925.55,0,Italian,Dinner,Bangalore,27,26-35,Casual,Corporate,4,925.55
ORD146997,425.7,60,Italian,Dinner,Delhi,22,18-25,Casual,Individual,4,485.7
ORD146998,900.71,20,Indian,Dinner,Hyderabad,64,50+,Premium,Corporate,1,920.71
ORD146999,610.71,60,Indian,Lunch,Mumbai,43,18-25,Premium,Individual,2,670.71
ORD147000,815.45,30,Fast Food,Evening Snack,Hyderabad,32,26-35,Casual,Corporate,3,845.45
ORD147001,478.18,60,Indian,Lunch,Delhi,32,36-50,Casual,Individual,3,538.1800000000001
ORD147002,1027.65,45,Continental,Lunch,Hyderabad,38,36-50,Premium,Corporate,3,1072.65
ORD147003,192.6,30,Continental,Evening Snack,Delhi,15,50+,Fast-Food,Individual,5,222.6
ORD147004,876.03,20,Continental,Dinner,Chennai,23,50+,Casual,Corporate,4,896.03
ORD147005,1020.06,20,Italian,Evening Snack,Hyderabad,53,50+,Premium,Corporate,1,1040.06
ORD147006,828.75,20,Italian,Dinner,Hyderabad,37,50+,Casual,Corporate,3,848.75
ORD147007,351.59,0,Continental,Lunch,Delhi,53,26-35,Premium,Individual,1,351.59
ORD147008,449.23,30,Italian,Lunch,Chennai,43,50+,Casual,Individual,2,479.23
ORD147009,690.65,30,Indian,Lunch,Mumbai,50,18-25,Casual,Corporate,2,720.65
ORD147010,495.92,0,Mexican,Dinner,Chennai,49,26-35,Fast-Food,Individual,2,495.92
ORD147011,155.16,45,Indian,Evening Snack,Mumbai,57,26-35,Casual,Individual,1,200.16
ORD147012,192.71,45,Chinese,Breakfast,Delhi,33,50+,Casual,Individual,3,237.71
ORD147013,956.16,0,Indian,Lunch,Hyderabad,47,26-35,Casual,Corporate,2,956.16
ORD147014,237.89,20,Continental,Dinner,Chennai,28,18-25,Premium,Individual,4,257.89
ORD147015,1124.42,20,Fast Food,Evening Snack,Hyderabad,62,26-35,Premium,Corporate,1,1144.42
ORD147016,614.87,30,Indian,Dinner,Delhi,24,26-35,Premium,Individual,4,644.87
ORD147017,946.1,60,Chinese,Breakfast,Mumbai,53,18-25,Premium,Corporate,1,1006.1
ORD147018,281.78,30,Chinese,Evening Snack,Mumbai,55,18-25,Casual,Individual,1,311.78
ORD147019,1122.83,30,Indian,Dinner,Chennai,33,26-35,Fast-Food,Corporate,3,1152.83
ORD147020,185.5,20,Fast Food,Lunch,Hyderabad,16,36-50,Casual,Individual,5,205.5
ORD147021,194.24,30,Continental,Dinner,Delhi,40,26-35,Casual,Individual,3,224.24
ORD147022,207.32,20,Mexican,Evening Snack,Hyderabad,34,18-25,Fast-Food,Individual,3,227.32
ORD147023,258.58,30,Indian,Dinner,Chennai,60,18-25,Fast-Food,Individual,1,288.58
ORD147024,661.17,20,Italian,Evening Snack,Mumbai,50,18-25,Fast-Food,Individual,2,681.17
ORD147025,977.69,0,Italian,Dinner,Chennai,34,36-50,Fast-Food,Corporate,3,977.69
ORD147026,449.2,30,Mexican,Lunch,Mumbai,26,18-25,Fast-Food,Individual,4,479.2
ORD147027,933.07,20,Continental,Dinner,Mumbai,17,50+,Fast-Food,Corporate,5,953.07
ORD147028,962.76,30,Italian,Lunch,Bangalore,36,50+,Premium,Corporate,3,992.76
ORD147029,1103.69,30,Indian,Dinner,Delhi,59,36-50,Fast-Food,Corporate,1,1133.69
ORD147030,306.82,45,Chinese,Lunch,Delhi,47,18-25,Fast-Food,Individual,2,351.82
ORD147031,292.31,60,Mexican,Lunch,Hyderabad,49,18-25,Fast-Food,Individual,2,352.31
ORD147032,278.2,30,Indian,Lunch,Hyderabad,48,50+,Fast-Food,Individual,2,308.2
ORD147033,527.28,20,Continental,Dinner,Chennai,16,50+,Fast-Food,Individual,5,547.28
ORD147034,663.88,20,Italian,Dinner,Hyderabad,35,26-35,Premium,Individual,3,683.88
ORD147035,634.69,30,Mexican,Evening Snack,Hyderabad,16,36-50,Premium,Individual,5,664.69
ORD147036,419.9,20,Italian,Evening Snack,Hyderabad,47,26-35,Premium,Individual,2,439.9
ORD147037,803.08,20,Chinese,Breakfast,Mumbai,47,36-50,Casual,Corporate,2,823.08
ORD147038,505.19,20,Chinese,Lunch,Bangalore,43,18-25,Fast-Food,Individual,2,525.19
ORD147039,534.39,20,Mexican,Breakfast,Delhi,47,18-25,Premium,Individual,2,554.39
ORD147040,260.81,60,Continental,Evening Snack,Hyderabad,24,36-50,Fast-Food,Individual,4,320.81
ORD147041,771.84,20,Fast Food,Breakfast,Mumbai,58,26-35,Fast-Food,Corporate,1,791.84
ORD147042,838.04,20,Fast Food,Breakfast,Bangalore,34,50+,Premium,Corporate,3,858.04
ORD147043,945.85,20,Mexican,Evening Snack,Bangalore,34,36-50,Premium,Corporate,3,965.85
ORD147044,1099.21,0,Mexican,Dinner,Delhi,48,36-50,Fast-Food,Corporate,2,1099.21
ORD147045,954.3,20,Continental,Breakfast,Hyderabad,30,36-50,Fast-Food,Corporate,4,974.3
ORD147046,397.53,20,Chinese,Lunch,Hyderabad,47,18-25,Casual,Individual,2,417.53
ORD147047,397.44,30,Italian,Breakfast,Chennai,46,36-50,Premium,Individual,2,427.44
ORD147048,1110.84,30,Chinese,Breakfast,Chennai,54,18-25,Fast-Food,Corporate,1,1140.84
ORD147049,979.64,30,Italian,Evening Snack,Bangalore,24,50+,Casual,Corporate,4,1009.64
ORD147050,971.36,0,Italian,Dinner,Chennai,15,50+,Fast-Food,Corporate,5,971.36
ORD147051,905.7,20,Mexican,Lunch,Chennai,49,26-35,Premium,Corporate,2,925.7
ORD147052,430.56,20,Mexican,Lunch,Mumbai,64,18-25,Fast-Food,Individual,1,450.56
ORD147053,1039.78,30,Mexican,Evening Snack,Mumbai,46,50+,Premium,Corporate,2,1069.78
ORD147054,300.03,20,Italian,Dinner,Mumbai,41,50+,Casual,Individual,2,320.03
ORD147055,517.52,20,Indian,Evening Snack,Hyderabad,30,26-35,Fast-Food,Individual,4,537.52
ORD147056,513.8,0,Italian,Dinner,Bangalore,35,26-35,Premium,Individual,3,513.8
ORD147057,738.14,30,Mexican,Lunch,Chennai,50,26-35,Casual,Corporate,2,768.14
ORD147058,636.62,30,Fast Food,Evening Snack,Delhi,23,18-25,Casual,Individual,4,666.62
ORD147059,632.8,30,Indian,Dinner,Delhi,58,36-50,Premium,Individual,1,662.8
ORD147060,731.25,30,Indian,Lunch,Delhi,46,18-25,Fast-Food,Corporate,2,761.25
ORD147061,586.19,0,Chinese,Lunch,Chennai,30,26-35,Premium,Individual,4,586.19
ORD147062,412.48,30,Mexican,Dinner,Chennai,30,36-50,Casual,Individual,4,442.48
ORD147063,847.33,0,Mexican,Lunch,Mumbai,46,50+,Premium,Corporate,2,847.33
ORD147064,980.17,60,Indian,Dinner,Hyderabad,61,18-25,Casual,Corporate,1,1040.17
ORD147065,652.95,0,Fast Food,Lunch,Bangalore,41,26-35,Casual,Individual,2,652.95
ORD147066,831.96,45,Fast Food,Lunch,Delhi,44,26-35,Casual,Corporate,2,876.96
ORD147067,712.13,0,Mexican,Evening Snack,Delhi,55,36-50,Casual,Corporate,1,712.13
ORD147068,211.95,30,Italian,Lunch,Delhi,17,18-25,Fast-Food,Individual,5,241.95
ORD147069,594.24,45,Continental,Lunch,Bangalore,46,50+,Casual,Individual,2,639.24
ORD147070,160.35,30,Continental,Dinner,Hyderabad,55,50+,Casual,Individual,1,190.35
ORD147071,844.97,20,Mexican,Dinner,Hyderabad,39,36-50,Casual,Corporate,3,864.97
ORD147072,683.57,0,Indian,Lunch,Bangalore,36,36-50,Premium,Corporate,3,683.57
